userId,movieId,tag,id
62,110,epic,1cd4e844-895c-45d9-919b-862435062998
62,110,historical,1cd4e844-895c-45d9-919b-862435062998
62,110,inspirational,1cd4e844-895c-45d9-919b-862435062998
62,110,Medieval,1cd4e844-895c-45d9-919b-862435062998
62,110,mel gibson,1cd4e844-895c-45d9-919b-862435062998
62,110,Oscar (Best Cinematography),1cd4e844-895c-45d9-919b-862435062998
62,110,revenge,1cd4e844-895c-45d9-919b-862435062998
62,110,sword fight,1cd4e844-895c-45d9-919b-862435062998
62,410,black comedy,0a0494bf-9640-494a-a1da-2822c54e233b
62,410,Christina Ricci,0a0494bf-9640-494a-a1da-2822c54e233b
62,410,Christopher Lloyd,0a0494bf-9640-494a-a1da-2822c54e233b
62,410,dark comedy,0a0494bf-9640-494a-a1da-2822c54e233b
62,410,family,0a0494bf-9640-494a-a1da-2822c54e233b
62,410,gothic,0a0494bf-9640-494a-a1da-2822c54e233b
62,2023,Al Pacino,aee8506f-dddd-4553-b5fd-09df869650f4
62,2023,Andy Garcia,aee8506f-dddd-4553-b5fd-09df869650f4
62,2023,Classic,aee8506f-dddd-4553-b5fd-09df869650f4
62,2023,Francis Ford Coppola,aee8506f-dddd-4553-b5fd-09df869650f4
62,2023,mafia,aee8506f-dddd-4553-b5fd-09df869650f4
62,2124,black comedy,6f374487-a20f-4414-966e-bb873b90860a
62,2124,Christina Ricci,6f374487-a20f-4414-966e-bb873b90860a
62,2124,Christopher Lloyd,6f374487-a20f-4414-966e-bb873b90860a
62,2124,Family,6f374487-a20f-4414-966e-bb873b90860a
62,2124,gothic,6f374487-a20f-4414-966e-bb873b90860a
62,2124,quirky,6f374487-a20f-4414-966e-bb873b90860a
62,2953,family,b443e393-dee1-4811-b249-f0cf0e6983df
62,2953,funny,b443e393-dee1-4811-b249-f0cf0e6983df
62,2953,Macaulay Culkin,b443e393-dee1-4811-b249-f0cf0e6983df
62,2953,sequel,b443e393-dee1-4811-b249-f0cf0e6983df
62,3114,animation,fa2c0e17-0ec4-4967-b15a-06fb56cc9fae
62,3114,Disney,fa2c0e17-0ec4-4967-b15a-06fb56cc9fae
62,3114,funny,fa2c0e17-0ec4-4967-b15a-06fb56cc9fae
62,3114,original,fa2c0e17-0ec4-4967-b15a-06fb56cc9fae
62,3114,Pixar,fa2c0e17-0ec4-4967-b15a-06fb56cc9fae
62,3114,sequel,fa2c0e17-0ec4-4967-b15a-06fb56cc9fae
62,3114,Tom Hanks,fa2c0e17-0ec4-4967-b15a-06fb56cc9fae
62,3578,ancient Rome,0bc4a294-0f5f-4f75-bdf6-eb3aa5d3cded
62,3578,Epic,0bc4a294-0f5f-4f75-bdf6-eb3aa5d3cded
62,3578,history,0bc4a294-0f5f-4f75-bdf6-eb3aa5d3cded
62,3578,imdb top 250,0bc4a294-0f5f-4f75-bdf6-eb3aa5d3cded
62,3578,revenge,0bc4a294-0f5f-4f75-bdf6-eb3aa5d3cded
62,3578,Rome,0bc4a294-0f5f-4f75-bdf6-eb3aa5d3cded
62,3578,Russell Crowe,0bc4a294-0f5f-4f75-bdf6-eb3aa5d3cded
62,4223,Ed Harris,a9239964-e280-4f78-a801-423d295e28ef
62,4223,Jude Law,a9239964-e280-4f78-a801-423d295e28ef
62,4223,Rachel Weisz,a9239964-e280-4f78-a801-423d295e28ef
62,4223,sniper,a9239964-e280-4f78-a801-423d295e28ef
62,4223,World War II,a9239964-e280-4f78-a801-423d295e28ef
62,5388,Al Pacino,540cb4aa-075c-438e-90be-2fc9e33d21d5
62,5388,atmospheric,540cb4aa-075c-438e-90be-2fc9e33d21d5
62,5388,Hilary Swank,540cb4aa-075c-438e-90be-2fc9e33d21d5
62,5388,Robin Williams,540cb4aa-075c-438e-90be-2fc9e33d21d5
62,6058,sequel,2ecedd5a-68d2-408d-85f3-b37a6d16ecf1
62,6058,violent,2ecedd5a-68d2-408d-85f3-b37a6d16ecf1
62,6534,dogs,172b76a7-7d59-4662-8658-58277f76b52a
62,6534,Eric Bana,172b76a7-7d59-4662-8658-58277f76b52a
62,6534,mad scientist,172b76a7-7d59-4662-8658-58277f76b52a
62,6534,marvel,172b76a7-7d59-4662-8658-58277f76b52a
62,6541,captain nemo,cfbfd9d4-5eef-4f2e-9ca4-2f089610a479
62,6541,comic book,cfbfd9d4-5eef-4f2e-9ca4-2f089610a479
62,6541,gothic,cfbfd9d4-5eef-4f2e-9ca4-2f089610a479
62,6541,Peta Wilson,cfbfd9d4-5eef-4f2e-9ca4-2f089610a479
62,6541,Sean Connery,cfbfd9d4-5eef-4f2e-9ca4-2f089610a479
62,6541,superhero,cfbfd9d4-5eef-4f2e-9ca4-2f089610a479
62,6564,adventure,b49d4701-07ad-4993-bb1c-f6434f5435e1
62,6564,Angelina Jolie,b49d4701-07ad-4993-bb1c-f6434f5435e1
62,6564,heroine in tight suit,b49d4701-07ad-4993-bb1c-f6434f5435e1
62,7153,Adventure,e5a040eb-3e17-4f7b-a079-bf3031dcafcc
62,7153,ensemble cast,e5a040eb-3e17-4f7b-a079-bf3031dcafcc
62,7153,fantasy,e5a040eb-3e17-4f7b-a079-bf3031dcafcc
62,7153,fantasy world,e5a040eb-3e17-4f7b-a079-bf3031dcafcc
62,7153,great soundtrack,e5a040eb-3e17-4f7b-a079-bf3031dcafcc
62,7153,lord of the rings,e5a040eb-3e17-4f7b-a079-bf3031dcafcc
62,7153,scenic,e5a040eb-3e17-4f7b-a079-bf3031dcafcc
62,7153,stylized,e5a040eb-3e17-4f7b-a079-bf3031dcafcc
62,7153,Tolkien,e5a040eb-3e17-4f7b-a079-bf3031dcafcc
62,8641,hilarious,c09d87dc-33c4-447b-8d75-fc0adfb1bb2e
62,8641,Steve Carell,c09d87dc-33c4-447b-8d75-fc0adfb1bb2e
62,8641,Will Ferrell,c09d87dc-33c4-447b-8d75-fc0adfb1bb2e
62,27660,animation,d952aa58-e8bc-47ea-951c-62db97e4d244
62,27660,anime,d952aa58-e8bc-47ea-951c-62db97e4d244
62,27660,cyberpunk,d952aa58-e8bc-47ea-951c-62db97e4d244
62,27660,dark,d952aa58-e8bc-47ea-951c-62db97e4d244
62,27660,Matrix,d952aa58-e8bc-47ea-951c-62db97e4d244
62,27660,sci-fi,d952aa58-e8bc-47ea-951c-62db97e4d244
62,27706,dark comedy,af6531f1-44c7-4aa0-87ba-1e8d4a77ccde
62,27706,Jim Carrey,af6531f1-44c7-4aa0-87ba-1e8d4a77ccde
62,27706,meryl streep,af6531f1-44c7-4aa0-87ba-1e8d4a77ccde
62,27706,quirky,af6531f1-44c7-4aa0-87ba-1e8d4a77ccde
62,27706,stylized,af6531f1-44c7-4aa0-87ba-1e8d4a77ccde
62,27808,Adam Sandler,d546ad00-a2ba-45b7-8dd4-fda383fd4ad1
62,27808,family,d546ad00-a2ba-45b7-8dd4-fda383fd4ad1
62,27808,sweet,d546ad00-a2ba-45b7-8dd4-fda383fd4ad1
62,27831,British gangster,29124c05-22a7-45f2-8dca-1fce5fc40687
62,27831,confusing,29124c05-22a7-45f2-8dca-1fce5fc40687
62,27831,daniel craig,29124c05-22a7-45f2-8dca-1fce5fc40687
62,27831,Exquisite plotting.,29124c05-22a7-45f2-8dca-1fce5fc40687
62,27831,organized crime,29124c05-22a7-45f2-8dca-1fce5fc40687
62,27831,stylish,29124c05-22a7-45f2-8dca-1fce5fc40687
62,27831,Tom Hardy,29124c05-22a7-45f2-8dca-1fce5fc40687
62,31658,anime,8ef9728e-97e0-4684-9b87-5cf3a0770a75
62,31658,fantasy world,8ef9728e-97e0-4684-9b87-5cf3a0770a75
62,31658,Hayao Miyazaki,8ef9728e-97e0-4684-9b87-5cf3a0770a75
62,31658,Studio Ghibli,8ef9728e-97e0-4684-9b87-5cf3a0770a75
62,33162,David Thewlis,dddcecd7-844a-4fdd-a3a0-a8b465863355
62,33162,Eva Green,dddcecd7-844a-4fdd-a3a0-a8b465863355
62,33162,Liam Neeson,dddcecd7-844a-4fdd-a3a0-a8b465863355
62,33162,Orlando Bloom,dddcecd7-844a-4fdd-a3a0-a8b465863355
62,34150,Chris Evans,c86c8136-67ef-4c0b-b799-f76e76718a91
62,34150,comic book,c86c8136-67ef-4c0b-b799-f76e76718a91
62,34150,heroine in tight suit,c86c8136-67ef-4c0b-b799-f76e76718a91
62,34150,Jessica Alba,c86c8136-67ef-4c0b-b799-f76e76718a91
62,34150,sexy female scientist,c86c8136-67ef-4c0b-b799-f76e76718a91
62,34150,superhero,c86c8136-67ef-4c0b-b799-f76e76718a91
62,37729,gothic,060a1a83-e8bf-4d38-a867-e9553ed41823
62,37729,helena bonham carter,060a1a83-e8bf-4d38-a867-e9553ed41823
62,37729,Johnny Depp,060a1a83-e8bf-4d38-a867-e9553ed41823
62,37729,Tim Burton,060a1a83-e8bf-4d38-a867-e9553ed41823
62,37729,visually appealing,060a1a83-e8bf-4d38-a867-e9553ed41823
62,38061,black comedy,287b6641-82fa-487d-aa63-2578d9a87451
62,38061,clever,287b6641-82fa-487d-aa63-2578d9a87451
62,38061,fast-paced dialogue,287b6641-82fa-487d-aa63-2578d9a87451
62,38061,good dialogue,287b6641-82fa-487d-aa63-2578d9a87451
62,38061,Robert Downey Jr.,287b6641-82fa-487d-aa63-2578d9a87451
62,38061,witty,287b6641-82fa-487d-aa63-2578d9a87451
62,45447,adventure,09841ceb-3354-466e-98b7-fa7205b4816f
62,45447,Audrey Tautou,09841ceb-3354-466e-98b7-fa7205b4816f
62,45447,conspiracy theory,09841ceb-3354-466e-98b7-fa7205b4816f
62,45447,Mystery,09841ceb-3354-466e-98b7-fa7205b4816f
62,45447,Paris,09841ceb-3354-466e-98b7-fa7205b4816f
62,45447,Tom Hanks,09841ceb-3354-466e-98b7-fa7205b4816f
62,45447,treasure hunt,09841ceb-3354-466e-98b7-fa7205b4816f
62,46723,Brad Pitt,d86e9e48-92ed-46cc-80ee-8d55b0ffa8a5
62,46723,cate blanchett,d86e9e48-92ed-46cc-80ee-8d55b0ffa8a5
62,46723,multiple storylines,d86e9e48-92ed-46cc-80ee-8d55b0ffa8a5
62,46723,social commentary,d86e9e48-92ed-46cc-80ee-8d55b0ffa8a5
62,46972,Ben Stiller,14c4f04e-16cb-4312-bb7d-f5f5d98acf76
62,46972,Robin Williams,14c4f04e-16cb-4312-bb7d-f5f5d98acf76
62,46976,emma thompson,91abc489-4373-4718-b4b3-1ebf086a0668
62,46976,Maggie Gyllenhaal,91abc489-4373-4718-b4b3-1ebf086a0668
62,46976,modern fantasy,91abc489-4373-4718-b4b3-1ebf086a0668
62,46976,romance,91abc489-4373-4718-b4b3-1ebf086a0668
62,46976,surreal,91abc489-4373-4718-b4b3-1ebf086a0668
62,46976,Will Ferrell,91abc489-4373-4718-b4b3-1ebf086a0668
62,49130,Marion Cotillard,8cc39ff6-303c-4b09-b05d-e2e5555179f1
62,49530,Africa,2c764ba7-5f1b-4794-b49d-17c58c772e24
62,49530,corruption,2c764ba7-5f1b-4794-b49d-17c58c772e24
62,49530,Jennifer Connelly,2c764ba7-5f1b-4794-b49d-17c58c772e24
62,49530,justice,2c764ba7-5f1b-4794-b49d-17c58c772e24
62,49530,Leonardo DiCaprio,2c764ba7-5f1b-4794-b49d-17c58c772e24
62,53464,bad acting,71b614c5-1408-4ca4-84e0-d225ef5a14d0
62,53464,bad jokes,71b614c5-1408-4ca4-84e0-d225ef5a14d0
62,53464,bad plot,71b614c5-1408-4ca4-84e0-d225ef5a14d0
62,53464,Chris Evans,71b614c5-1408-4ca4-84e0-d225ef5a14d0
62,53464,Jessica Alba,71b614c5-1408-4ca4-84e0-d225ef5a14d0
62,53464,Marvel,71b614c5-1408-4ca4-84e0-d225ef5a14d0
62,53464,sexy female scientist,71b614c5-1408-4ca4-84e0-d225ef5a14d0
62,58047,Rachel Weisz,45f9383e-892a-4d1d-8615-32665fb3bfff
62,58047,Ryan Reynolds,45f9383e-892a-4d1d-8615-32665fb3bfff
62,59501,fantasy,b1c1f6b7-16d2-45e0-bb04-a0326c9cac77
62,59501,lion,b1c1f6b7-16d2-45e0-bb04-a0326c9cac77
62,59501,narnia,b1c1f6b7-16d2-45e0-bb04-a0326c9cac77
62,59501,Tilda Swinton,b1c1f6b7-16d2-45e0-bb04-a0326c9cac77
62,60074,bad script,01e77ac9-5d1c-4d6d-9a87-d05c871d094d
62,60074,Charlize Theron,01e77ac9-5d1c-4d6d-9a87-d05c871d094d
62,60074,Will Smith,01e77ac9-5d1c-4d6d-9a87-d05c871d094d
62,60126,Anne Hathaway,3727a5ed-5fd7-47e1-a131-e608dd48e493
62,60126,Steve Carell,3727a5ed-5fd7-47e1-a131-e608dd48e493
62,60756,comedy,9b33241c-7ab7-4ced-8f2d-458ad4be360b
62,60756,funny,9b33241c-7ab7-4ced-8f2d-458ad4be360b
62,60756,will ferrell,9b33241c-7ab7-4ced-8f2d-458ad4be360b
62,61024,comedy,adb232e5-ccd8-46ac-b543-caa279402512
62,61024,James Franco,adb232e5-ccd8-46ac-b543-caa279402512
62,61024,Seth Rogen,adb232e5-ccd8-46ac-b543-caa279402512
62,61024,Stoner Movie,adb232e5-ccd8-46ac-b543-caa279402512
62,63992,audience intelligence underestimated,97fe6df9-4626-49c3-9d83-4437931c4f1e
62,63992,boring,97fe6df9-4626-49c3-9d83-4437931c4f1e
62,63992,chick flick,97fe6df9-4626-49c3-9d83-4437931c4f1e
62,63992,overrated,97fe6df9-4626-49c3-9d83-4437931c4f1e
62,63992,Teen movie,97fe6df9-4626-49c3-9d83-4437931c4f1e
62,68848,Adrien Brody,2b48074c-5e34-45d1-8f7d-a15c5b5efc0f
62,68848,con artists,2b48074c-5e34-45d1-8f7d-a15c5b5efc0f
62,68848,funny,2b48074c-5e34-45d1-8f7d-a15c5b5efc0f
62,68848,interesting characters,2b48074c-5e34-45d1-8f7d-a15c5b5efc0f
62,68848,Mark Ruffalo,2b48074c-5e34-45d1-8f7d-a15c5b5efc0f
62,68848,Rachel Weisz,2b48074c-5e34-45d1-8f7d-a15c5b5efc0f
62,71535,Bill Murray,6605df3a-20ce-4d28-bfdb-e6d131f85cc3
62,71535,dark comedy,6605df3a-20ce-4d28-bfdb-e6d131f85cc3
62,71535,Emma Stone,6605df3a-20ce-4d28-bfdb-e6d131f85cc3
62,71535,funny,6605df3a-20ce-4d28-bfdb-e6d131f85cc3
62,71535,Jesse Eisenberg,6605df3a-20ce-4d28-bfdb-e6d131f85cc3
62,71535,Woody Harrelson,6605df3a-20ce-4d28-bfdb-e6d131f85cc3
62,87430,audience intelligence underestimated,a5aa9cfe-731b-4884-857d-5461744a9cd1
62,87430,CGI,a5aa9cfe-731b-4884-857d-5461744a9cd1
62,87430,cheesy,a5aa9cfe-731b-4884-857d-5461744a9cd1
62,87430,comic book,a5aa9cfe-731b-4884-857d-5461744a9cd1
62,87430,DC,a5aa9cfe-731b-4884-857d-5461744a9cd1
62,87430,DC Comics,a5aa9cfe-731b-4884-857d-5461744a9cd1
62,87430,Ryan Reynolds,a5aa9cfe-731b-4884-857d-5461744a9cd1
62,87430,space,a5aa9cfe-731b-4884-857d-5461744a9cd1
62,87430,superhero,a5aa9cfe-731b-4884-857d-5461744a9cd1
62,88405,comedy,df7e7a99-7fc8-4a99-bd87-9ed40713a252
62,88405,funny,df7e7a99-7fc8-4a99-bd87-9ed40713a252
62,88405,happy ending,df7e7a99-7fc8-4a99-bd87-9ed40713a252
62,88405,HOT actress,df7e7a99-7fc8-4a99-bd87-9ed40713a252
62,88405,Justin Timberlake,df7e7a99-7fc8-4a99-bd87-9ed40713a252
62,88405,Mila Kunis,df7e7a99-7fc8-4a99-bd87-9ed40713a252
62,88405,New York City,df7e7a99-7fc8-4a99-bd87-9ed40713a252
62,88405,romance,df7e7a99-7fc8-4a99-bd87-9ed40713a252
62,88405,sex,df7e7a99-7fc8-4a99-bd87-9ed40713a252
62,96861,Istanbul,614d5a18-ccda-4998-91d1-6186e6e084ec
62,96861,Liam Neeson,614d5a18-ccda-4998-91d1-6186e6e084ec
62,96861,predictable,614d5a18-ccda-4998-91d1-6186e6e084ec
62,96861,Turkey,614d5a18-ccda-4998-91d1-6186e6e084ec
62,96861,unnecessary sequel,614d5a18-ccda-4998-91d1-6186e6e084ec
62,99114,action,2b661b33-f88b-4d7e-937f-4b5866218b76
62,99114,Christoph Waltz,2b661b33-f88b-4d7e-937f-4b5866218b76
62,99114,funny,2b661b33-f88b-4d7e-937f-4b5866218b76
62,99114,good soundtrack,2b661b33-f88b-4d7e-937f-4b5866218b76
62,99114,Great performances,2b661b33-f88b-4d7e-937f-4b5866218b76
62,99114,Humour,2b661b33-f88b-4d7e-937f-4b5866218b76
62,99114,Leonardo DiCaprio,2b661b33-f88b-4d7e-937f-4b5866218b76
62,99114,Quentin Tarantino,2b661b33-f88b-4d7e-937f-4b5866218b76
62,99114,Samuel L. Jackson,2b661b33-f88b-4d7e-937f-4b5866218b76
62,99114,Soundtrack,2b661b33-f88b-4d7e-937f-4b5866218b76
62,99114,western,2b661b33-f88b-4d7e-937f-4b5866218b76
62,103042,Amy Adams,ba2d1a6a-186b-4c65-a32d-0fbb6a628265
62,103042,superhero,ba2d1a6a-186b-4c65-a32d-0fbb6a628265
62,104863,daniel radcliffe,7fb0a8ad-5e19-4080-92bd-d3b008837778
62,104863,zoe kazan,7fb0a8ad-5e19-4080-92bd-d3b008837778
62,107348,comedy,c615c1c8-b0ba-4bf2-a9b4-3cedd866ba79
62,107348,Steve Carell,c615c1c8-b0ba-4bf2-a9b4-3cedd866ba79
62,107348,stupid but funny,c615c1c8-b0ba-4bf2-a9b4-3cedd866ba79
62,107348,will ferrell,c615c1c8-b0ba-4bf2-a9b4-3cedd866ba79
62,108190,anti-intellectual,d2637580-3086-4719-bd75-7298f16a9d0a
62,108190,bad writing,d2637580-3086-4719-bd75-7298f16a9d0a
62,108190,dystopia,d2637580-3086-4719-bd75-7298f16a9d0a
62,108190,new society,d2637580-3086-4719-bd75-7298f16a9d0a
62,108190,plot holes,d2637580-3086-4719-bd75-7298f16a9d0a
62,108190,predictable,d2637580-3086-4719-bd75-7298f16a9d0a
62,108190,scifi,d2637580-3086-4719-bd75-7298f16a9d0a
62,108190,unintelligent,d2637580-3086-4719-bd75-7298f16a9d0a
62,111743,Charlize Theron,a95ba57e-4ccc-46db-adf6-016d9a66b13a
62,111743,Liam Neeson,a95ba57e-4ccc-46db-adf6-016d9a66b13a
62,111743,Seth MacFarlane,a95ba57e-4ccc-46db-adf6-016d9a66b13a
62,111743,witty,a95ba57e-4ccc-46db-adf6-016d9a66b13a
62,114180,action,853f474b-0299-44f2-8d9d-b1b5d990bc92
62,114180,dystopia,853f474b-0299-44f2-8d9d-b1b5d990bc92
62,114180,plot holes,853f474b-0299-44f2-8d9d-b1b5d990bc92
62,114180,post-apocalyptic,853f474b-0299-44f2-8d9d-b1b5d990bc92
62,114180,survival,853f474b-0299-44f2-8d9d-b1b5d990bc92
62,114180,thriller,853f474b-0299-44f2-8d9d-b1b5d990bc92
62,114180,unexplained,853f474b-0299-44f2-8d9d-b1b5d990bc92
62,114180,weak plot,853f474b-0299-44f2-8d9d-b1b5d990bc92
62,115149,dark hero,117c1fd8-5898-41d2-a57e-bd52f6f87537
62,115149,gun-fu,117c1fd8-5898-41d2-a57e-bd52f6f87537
62,115149,Keanu Reeves,117c1fd8-5898-41d2-a57e-bd52f6f87537
62,115149,Revenge,117c1fd8-5898-41d2-a57e-bd52f6f87537
62,115149,secret society,117c1fd8-5898-41d2-a57e-bd52f6f87537
62,115149,stylish,117c1fd8-5898-41d2-a57e-bd52f6f87537
62,116897,black comedy,3c2c517b-21ce-4c96-ad16-f81cba422cc7
62,116897,dark comedy,3c2c517b-21ce-4c96-ad16-f81cba422cc7
62,116897,dark humor,3c2c517b-21ce-4c96-ad16-f81cba422cc7
62,116897,ironic,3c2c517b-21ce-4c96-ad16-f81cba422cc7
62,116897,multiple short stories,3c2c517b-21ce-4c96-ad16-f81cba422cc7
62,116897,short stories,3c2c517b-21ce-4c96-ad16-f81cba422cc7
62,119141,bromance,e0cd5cac-0c73-4fc0-963f-ec6f0241a74a
62,119141,comedy,e0cd5cac-0c73-4fc0-963f-ec6f0241a74a
62,119141,funny,e0cd5cac-0c73-4fc0-963f-ec6f0241a74a
62,119141,James Franco,e0cd5cac-0c73-4fc0-963f-ec6f0241a74a
62,119141,Seth Rogen,e0cd5cac-0c73-4fc0-963f-ec6f0241a74a
62,122912,comic book,84e69d82-3b21-467b-8818-56c45fe367e0
62,122912,Dr. Strange,84e69d82-3b21-467b-8818-56c45fe367e0
62,122912,Great villain,84e69d82-3b21-467b-8818-56c45fe367e0
62,122912,Guardians of the Galaxy,84e69d82-3b21-467b-8818-56c45fe367e0
62,122912,Marvel,84e69d82-3b21-467b-8818-56c45fe367e0
62,122912,MCU,84e69d82-3b21-467b-8818-56c45fe367e0
62,122912,Robert Downey Jr.,84e69d82-3b21-467b-8818-56c45fe367e0
62,122912,Thanos,84e69d82-3b21-467b-8818-56c45fe367e0
62,122912,Thor,84e69d82-3b21-467b-8818-56c45fe367e0
62,122912,Visually stunning,84e69d82-3b21-467b-8818-56c45fe367e0
62,128360,characters,e3d58bad-6e52-4a27-a115-3802190d886a
62,128360,Dialogue,e3d58bad-6e52-4a27-a115-3802190d886a
62,128360,humor,e3d58bad-6e52-4a27-a115-3802190d886a
62,128360,Kurt Russell,e3d58bad-6e52-4a27-a115-3802190d886a
62,128360,Quentin Tarantino,e3d58bad-6e52-4a27-a115-3802190d886a
62,128360,Samuel L. Jackson,e3d58bad-6e52-4a27-a115-3802190d886a
62,128360,tension building,e3d58bad-6e52-4a27-a115-3802190d886a
62,128360,violent,e3d58bad-6e52-4a27-a115-3802190d886a
62,128360,Western,e3d58bad-6e52-4a27-a115-3802190d886a
62,135133,dystopia,0e411995-56a0-495a-b0f9-5041e519cdb9
62,135133,Jennifer Lawrence,0e411995-56a0-495a-b0f9-5041e519cdb9
62,135133,love story,0e411995-56a0-495a-b0f9-5041e519cdb9
62,135133,nonsense,0e411995-56a0-495a-b0f9-5041e519cdb9
62,135133,politics,0e411995-56a0-495a-b0f9-5041e519cdb9
62,135133,rebellion,0e411995-56a0-495a-b0f9-5041e519cdb9
62,135133,revolution,0e411995-56a0-495a-b0f9-5041e519cdb9
62,135518,Ben Kingsley,c9d0a9c5-b064-4851-beec-647e27bbcd85
62,135518,ethics,c9d0a9c5-b064-4851-beec-647e27bbcd85
62,135518,immortality,c9d0a9c5-b064-4851-beec-647e27bbcd85
62,135518,ryan reynolds,c9d0a9c5-b064-4851-beec-647e27bbcd85
62,135536,Bad story,623cb246-bfc3-458b-90bf-1c07f249d26c
62,135536,Bad writing,623cb246-bfc3-458b-90bf-1c07f249d26c
62,135536,Batman,623cb246-bfc3-458b-90bf-1c07f249d26c
62,135536,Ben Affleck,623cb246-bfc3-458b-90bf-1c07f249d26c
62,135536,comic book,623cb246-bfc3-458b-90bf-1c07f249d26c
62,135536,dc comics,623cb246-bfc3-458b-90bf-1c07f249d26c
62,135536,good soundtrack,623cb246-bfc3-458b-90bf-1c07f249d26c
62,135536,Harley Quinn,623cb246-bfc3-458b-90bf-1c07f249d26c
62,135536,Harley Quinn's ass,623cb246-bfc3-458b-90bf-1c07f249d26c
62,135536,Horrible directing,623cb246-bfc3-458b-90bf-1c07f249d26c
62,135536,Jared Leto,623cb246-bfc3-458b-90bf-1c07f249d26c
62,135536,Joker,623cb246-bfc3-458b-90bf-1c07f249d26c
62,135536,lack of plot,623cb246-bfc3-458b-90bf-1c07f249d26c
62,135536,Margot Robbie,623cb246-bfc3-458b-90bf-1c07f249d26c
62,135536,Poor story,623cb246-bfc3-458b-90bf-1c07f249d26c
62,135536,poorly paced,623cb246-bfc3-458b-90bf-1c07f249d26c
62,135536,superhero,623cb246-bfc3-458b-90bf-1c07f249d26c
62,135536,visually appealing,623cb246-bfc3-458b-90bf-1c07f249d26c
62,135536,Will Smith,623cb246-bfc3-458b-90bf-1c07f249d26c
62,136864,action,609cc25f-b1ea-442a-ac5b-0d1b3142e0f0
62,136864,batman,609cc25f-b1ea-442a-ac5b-0d1b3142e0f0
62,136864,ben affleck,609cc25f-b1ea-442a-ac5b-0d1b3142e0f0
62,136864,dark,609cc25f-b1ea-442a-ac5b-0d1b3142e0f0
62,136864,dc comics,609cc25f-b1ea-442a-ac5b-0d1b3142e0f0
62,136864,Gal Gadot,609cc25f-b1ea-442a-ac5b-0d1b3142e0f0
62,136864,superhero,609cc25f-b1ea-442a-ac5b-0d1b3142e0f0
62,136864,superman,609cc25f-b1ea-442a-ac5b-0d1b3142e0f0
62,136864,wonderwoman,609cc25f-b1ea-442a-ac5b-0d1b3142e0f0
62,139385,leonardo DiCarpio,838c4eca-398a-4242-adbe-61d5b8dbdded
62,139385,survival,838c4eca-398a-4242-adbe-61d5b8dbdded
62,139385,tom hardy,838c4eca-398a-4242-adbe-61d5b8dbdded
62,139385,visually appealing,838c4eca-398a-4242-adbe-61d5b8dbdded
62,158966,building a family,4f7a42ea-688e-4aae-92b8-c9c430734ed8
62,158966,creative,4f7a42ea-688e-4aae-92b8-c9c430734ed8
